,distance,gIhbar_apical
0,15.705985047316968,0.00012293657174470006
1,44.89789957955201,0.00013972443463597853
2,50.154643332598965,0.00014665803800711707
3,66.41404167954057,0.00015040834828311162
4,71.45525614256618,0.00015011456604198942
5,76.415812487517,0.00015341147854616407
6,83.10600867302497,0.00016254452201406848
7,88.64301573585672,0.0001674159133731871
8,98.40394205416814,0.0001722943016503135
9,101.73684223052743,0.00017734352220740565
10,108.93550267885615,0.00017523237016989343
11,118.4894673367277,0.0001933263821586285
12,131.69058137809463,0.0002099137688581883
13,139.2028857792605,0.00020543696794802602
14,144.24289540837646,0.00020354749457393668
15,145.8652783624792,0.00020492508318656027
16,156.14570539844948,0.00021776854596017246
17,156.18881912156485,0.00021385128192012454
18,160.71097808843095,0.0002178522880302923
19,160.79391605032563,0.00021792625078530294
20,162.38866626154433,0.00022094364535497159
21,162.94069553016422,0.00023013235617757615
22,164.51557972481066,0.00022126262782825508
23,168.96307680660436,0.00022529969457449242
24,172.7353430411261,0.00022876880391357643
25,174.0927767912637,0.0002393942072455418
26,178.47914769892992,0.00025142032853628696
27,182.52415140801097,0.0002559749040920062
28,187.71739819943878,0.00025631921745068454
29,187.8567527945042,0.00024739094763708366
30,189.0534248862908,0.0002442486388922038
31,190.63846894870662,0.00026227486635596684
32,191.78847349930342,0.0002469206445586733
33,206.17081296522878,0.00026135031510755846
34,211.26127191448035,0.0002666143303956328
35,213.1866551699082,0.0002686264962809533
36,215.68835609636008,0.00028688424036847263
37,231.736716853028,0.00029041329176088975
38,237.8956862663064,0.00030075887544195356
39,240.82371146862934,0.00029887862706052377
40,247.3487057281399,0.00031214181096796476
41,248.36931519656721,0.00031456458359287436
42,248.70221849580295,0.00030798870252323444
43,255.5663333924349,0.00031610858777746895
44,255.847553072311,0.0003164446970242106
45,256.3051623837185,0.00031699314710402526
46,259.4149185692911,0.00032073679626317097
47,261.1138006287022,0.00032279791568489124
48,262.34948322714393,0.0003342907397642143
49,266.53376158291246,0.0003475362384107321
50,267.2043291508507,0.0003466308133361687
51,268.2355248842039,0.0003315569852943263
52,286.82869242911704,0.00035535643910172013
53,291.1232232610865,0.0003750055743121552
54,291.79498972464955,0.0003619485924629239
55,298.8563388909406,0.0003968397085982165
56,299.04774900845996,0.00037176083834978906
57,300.1360338487058,0.0003732518653101753
58,300.39630870242354,0.0003736102958467176
59,311.9654782142851,0.0003897928481613376
60,312.0366853906687,0.00038989396461147505
61,329.79904483935417,0.0004357458203820341
62,330.1361607089142,0.00041641136432817754
63,331.5043927641537,0.00044111740905764674
64,340.74640431111027,0.0004326614880637333
65,355.8046478497016,0.00045666125446162183
66,360.1361447153252,0.0004637757564800813
67,360.13624911979065,0.0004637757564800813
68,366.13189409119224,0.0005085341960213767
69,373.50440176545663,0.0005218996336213859
70,373.50447631161876,0.0005218996336213859
71,377.72163771089146,0.0004936572645500768
72,382.7214837197888,0.0005024552645076891
73,391.1319082083557,0.0005175645847773829
74,406.1318559427695,0.0005455109679713293
75,406.1318635438402,0.0005455109679713293
76,461.1422431719582,0.000659877577541178
77,626.3084341438522,0.0011682986863696453
78,639.4133511880779,0.0012285903208800197
79,652.8323331086405,0.0012756919742577912
80,659.322421667386,0.001330926353291713
81,707.3719569552302,0.001495359322766279
82,741.3723090580557,0.0016693141839842537
83,744.2013698062581,0.001684631072469915
84,746.6255501404922,0.0016978624767517072
85,764.048624366361,0.0018421103696841569
86,792.9179152210785,0.001970599645786724
87,810.2789403463073,0.002083408027349529
88,814.5873905784192,0.0021354998596722196
89,850.5601829591029,0.0023697665672896898
90,851.5619495787205,0.002377347822999273
91,874.9037694412293,0.002581658289685775
92,881.579319811724,0.0026159783344683386
93,883.3031352484613,0.002630369389822561
94,884.4270695839334,0.002699194816505578
95,889.6111058120221,0.0028347795913382843
96,898.0397322644292,0.002756567367298148
97,902.1147354381026,0.0027924949722843715
98,908.2759377837087,0.0028476831438035647
99,910.2228468675662,0.0028653440408553596
100,914.701206299665,0.002906379226512229
101,919.4440525126115,0.003070735602017741
102,923.9879581464243,0.00299329158285116
103,958.415597708535,0.0033382622000158635
104,962.953268792116,0.0033865416704523853
105,974.8025445393353,0.0035158515044433547
106,990.9050914508383,0.003699399094895961
107,999.8815660436899,0.0038056735013285267
108,1042.1329838906015,0.004348108962299884
109,1057.4481074401215,0.004699509947417871
110,1062.5860793450845,0.004853938519117553
111,1079.964768655527,0.00497537817004252
112,1079.964935733806,0.00497537817004252
113,1085.4075104743802,0.004982264171804045
114,1085.4076291822007,0.004982264171804045
115,1092.4957694853015,0.005094527590668383
116,1103.7158744677956,0.005277305426352827
117,1119.9794395275412,0.005694572099466503
118,1131.0313910150194,0.005805519677724177
119,1134.7811739291567,0.0059437157705645
120,1140.0065182493752,0.005913963729120906
121,1150.4081511286383,0.006206545903630567
122,1150.4083630622872,0.006206545903630567
